Value is required and can't be empty@Il campo deve essere pieno
The two given tokens do not match@I due campi non coincidono
Missing captcha fields@Compilare il campo captcha
DESCRIPTION@Tools online per imperion
USERNAME@Nome utente :
ALNUM@Questo campo deve contenere solo lettere e numeri
PASS_LENG@La password deve contenere 8 caratteri
ENTER@Entra
SUCCESS@login eseguito con successo
LOGOUT@Logout eseguito con successo
FAILURE@login fallito
PASS_ERR@Password errata
LOST_PASS@Hai dimenticato la password?
USER_NOT_FOUND@Username inesistente
GUEST@Visitatore
CREATE@Crea
EDIT@Modifica
REG@Registrati
E_FATAL@Fatal Error, contattare l'admin
LOGorEMAIL@lasciaci un email per essere ricontattato oppure fai
OBJECT@oggetto
WRITE@Scrivi il tuo messaggio qui
CONTACT@Contattaci
EMAIL_CONTACT@Contattaci per email
FORM_CONTACT@Oppure compila questo modulo
CTRL_MAIL@Email inviata con successo, controlla la casella di posta
RECOVER@Inserisci l'email dell'account da recuperare
RESEND@Il tuo account non è attivo, puoi reinviare l'email di attivazione tramite il modulo qua sotto
NAME@Nome
DESCRIPTION2@Descrizione
MEMBER@Membri
TITAN@Titani
XEN@Xen
TERRAN@Terrestre
Fighter@Caccia
Destroyer@Destroyer
Cruiser@Incriciatore
Battleship@Nave da battaglia
Bomber@Bombardiere
Frigate@Fregata
Recycler@Riciclatore
Large Recycler@Grande Riciclatore
Freighter@Cargo
Probe@Sonda
Pulsar@Pulsar
Colony Ship@Colonizzatrice
Scout@Scout
Delphi@Delphi
Corsair@Corsair
Terminator@Terminator
Carrier@Carrier
Phoenix@Phoenix
Large Freighter@Grande Cargo
Observer@Osservatore
Protector@Protector
Xnair@Xnair
Mylon@Mylon
Maxtron@Maxtron
Mothership@Nave Madre
Suikon@Suikon
Octopon@Octopon
Zek@Zek
Zekkon@Zekkon
Psikon@Psikon
Macid@Macid
ALIEN@Alieni
Pholidoteuthis@Pholidoteuthis
Chiroteuthis@Chiroteuthis
Sepioteuthis@Sepioteuthis
Architeuthis@Architeuthis
SHIPOF@Navi di
OWNSHIP@Navi proprie
PLANET@Pianeta
PLANET_ISNT_OWN@Il pianeta non è tuo
PLANET_ID_ERR@Pianeta errato
ADD@Aggiungi
PLAENT_PANNEL@Pianeti
COORDS@Coordinate
DELETE@Cancella
TARGET@Obbiettivo
